freq,class,sub_class,name,tooltip,alias,ignore
44,VERB,NA,forthcom,forthcom,\bforthcoming\b,FALSE
44,VERB,NA,jump,jump,\bjump\b|\bjumped\b|\bjumping\b|\bjumps\b,FALSE
43,VERB,NA,occupy,occupy,\boccupied\b|\boccupies\b|\boccupy\b|\boccupying\b,FALSE
42,VERB,NA,declare,declare,\bdeclare\b|\bdeclared\b|\bdeclares\b|\bdeclaring\b,FALSE
42,VERB,NA,flagge,flagge,\bflagged\b,FALSE
42,VERB,NA,staging,staging,\bstaging\b,FALSE
42,VERB,NA,attain,attain,\battain\b|\battained\b|\battains\b,FALSE
41,VERB,NA,clock,clock,\bclock\b|\bclocked\b,FALSE
40,VERB,NA,destin,destin,\bdestined\b,FALSE
40,VERB,NA,entail,entail,\bentail\b|\bentailed\b|\bentailing\b|\bentails\b,FALSE
40,VERB,NA,pride,pride,\bpride\b|\bPride\b|\bprides\b,FALSE
39,VERB,NA,resin,resin,\bresin\b|\bresins\b,FALSE
39,VERB,NA,negotiate,negotiate,\bnegotiate\b|\bnegotiated\b|\bnegotiates\b|\bnegotiating\b,FALSE
39,VERB,NA,bolster,bolster,\bbolster\b|\bbolstered\b|\bbolstering\b|\bbolsters\b,FALSE
39,VERB,NA,grouting,grouting,\bgrouting\b,FALSE
39,VERB,NA,moderate,moderate,\bmoderate\b|\bModerate\b|\bmoderated\b|\bmoderating\b,FALSE
38,VERB,NA,hammere,hammere,\bhammered\b|\bhammering\b,FALSE
37,VERB,NA,upend,upend,\bupend\b|\bupended\b|\bupending\b|\bupends\b,FALSE
36,VERB,NA,coincide,coincide,\bcoincide\b|\bcoincided\b|\bcoincides\b|\bcoinciding\b,FALSE
36,VERB,NA,administer,administer,\badminister\b|\badministered\b|\badministering\b,FALSE
36,VERB,NA,withdraw,withdraw,\bwithdraw\b|\bwithdrawing\b|\bwithdrawn\b|\bwithdrew\b,FALSE
35,VERB,NA,dispatch,dispatch,\bdispatch\b|\bdispatched\b,FALSE
35,VERB,NA,grave,grave,\bgrave\b|\bGrave\b,FALSE
35,VERB,NA,stabilise,stabilise,\bstabilise\b|\bstabilised\b|\bstabilising\b,FALSE
35,VERB,NA,stick,stick,\bstick\b|\bsticking\b|\bsticks\b,FALSE
35,VERB,NA,understood,understood,\bunderstood\b,FALSE
34,VERB,NA,restructuring,restructuring,\brestructuring\b,FALSE
34,VERB,NA,terminate,terminate,\bterminate\b|\bterminated\b|\bterminates\b|\bterminating\b,FALSE
33,VERB,NA,cancel,cancel,\bcancel\b|\bcanceled\b|\bcancelled\b|\bcancelling\b,FALSE
33,VERB,NA,capitalize,capitalize,\bcapitalize\b|\bcapitalized\b|\bcapitalizes\b|\bcapitalizing\b,FALSE
32,VERB,NA,belong,belong,\bbelong\b|\bbelonging\b|\bbelongs\b,FALSE
32,VERB,NA,congratulate,congratulate,\bcongratulate\b|\bcongratulated\b|\bcongratulates\b|\bcongratulating\b,FALSE
31,VERB,NA,centralise,centralise,\bcentralise\b|\bcentralised\b|\bcentralises\b,FALSE
29,VERB,NA,revolve,revolve,\brevolve\b|\brevolves\b|\brevolving\b,FALSE
29,VERB,NA,endure,endure,\bendure\b|\bendured\b|\bendures\b|\benduring\b|\bEnduring\b,FALSE
28,VERB,NA,nominate,nominate,\bnominate\b|\bnominated\b|\bnominates\b,FALSE
28,VERB,NA,perceive,perceive,\bperceive\b|\bperceived\b,FALSE
28,VERB,NA,poole,poole,\bpooling\b,FALSE
27,VERB,NA,offload,offload,\boffload\b|\boffloaded\b|\boffloading\b,FALSE
27,VERB,NA,calibrate,calibrate,\bcalibrate\b|\bcalibrated\b,FALSE
26,VERB,NA,groute,groute,\bgrouted\b,FALSE
26,VERB,NA,CMS,CMS,\bCMS\b,FALSE
26,VERB,NA,enlarge,enlarge,\benlarge\b|\benlarged\b|\benlarging\b,FALSE
26,VERB,NA,minimised,minimised,\bminimised\b,FALSE
25,VERB,NA,Invest,Invest,\bInvesting\b|\bINVESTING\b,FALSE
25,VERB,NA,documen,documen,\bdocumented\b,FALSE
25,VERB,NA,spearhead,spearhead,\bspearhead\b|\bspearheaded\b|\bspearheading\b|\bspearheads\b,FALSE
25,VERB,NA,compose,compose,\bcomposed\b|\bcomposes\b,FALSE
25,VERB,NA,earmark,earmark,\bearmark\b|\bearmarked\b,FALSE
24,VERB,NA,worry,worry,\bworried\b|\bworries\b|\bworry\b|\bworrying\b,FALSE
24,VERB,NA,maiden,maiden,\bmaiden\b,FALSE
24,VERB,NA,notify,notify,\bnotified\b|\bnotifies\b|\bnotify\b|\bnotifying\b,FALSE
24,VERB,NA,energise,energise,\benergise\b|\benergised\b|\benergising\b,FALSE
24,VERB,NA,widen,widen,\bwiden\b|\bwidened\b|\bwidening\b|\bwidens\b,FALSE
23,VERB,NA,buying,buying,\bbuying\b,FALSE
23,VERB,NA,pre-installed,pre-installed,\bpre-installed\b,FALSE
23,VERB,NA,underlin,underlin,\bunderlined\b|\bunderlining\b,FALSE
23,VERB,NA,unschedule,unschedule,\bunscheduled\b,FALSE
22,VERB,NA,co-fund,co-fund,\bco-fund\b|\bco-funded\b|\bco-funding\b,FALSE
21,VERB,NA,grounde,grounde,\bgrounded\b|\bgrounding\b,FALSE
21,VERB,NA,enjoyed,enjoyed,\benjoyed\b,FALSE
21,VERB,NA,troubleshoot,troubleshoot,\btroubleshoot\b|\btroubleshooting\b,FALSE
20,VERB,NA,collate,collate,\bcollate\b|\bcollated\b|\bcollates\b,FALSE
20,VERB,NA,pinpoint,pinpoint,\bpinpoint\b|\bpinpointed\b|\bpinpointing\b|\bpinpoints\b,FALSE
19,VERB,NA,hal,hal,\bhalt\b,FALSE
18,VERB,NA,longstanding,longstanding,\blongstanding\b,FALSE
18,VERB,NA,Partner,Partner,\bPartnering\b,FALSE
18,VERB,NA,dismiss,dismiss,\bdismiss\b|\bdismissed\b|\bdismissing\b,FALSE
18,VERB,NA,drilled,drilled,\bdrilled\b,FALSE
18,VERB,NA,fixing,fixing,\bfixing\b|\bFixing\b|\bfixings\b,FALSE
17,VERB,NA,celebrat,celebrat,\bcelebrating\b,FALSE
17,VERB,NA,conceive,conceive,\bconceive\b|\bconceived\b,FALSE
17,VERB,NA,containerise,containerise,\bcontainerised\b,FALSE
16,VERB,NA,seafasten,seafasten,\bseafastened\b|\bseafastening\b,FALSE
16,VERB,NA,certifying,certifying,\bcertifying\b,FALSE
16,VERB,NA,ordering,ordering,\bordering\b,FALSE
16,VERB,NA,outsource,outsource,\boutsourced\b|\boutsourcing\b,FALSE
16,CONTRACT,NA,qualifying,qualifying,\bqualifying\b,FALSE
15,VERB,NA,breach,breach,\bbreach\b|\bbreached\b|\bbreaches\b,FALSE
15,VERB,NA,entrust,entrust,\bentrusted\b|\bentrusting\b|\bentrusts\b,FALSE
15,VERB,NA,redefine,redefine,\bredefine\b|\bredefined\b|\bredefining\b,FALSE
15,VERB,NA,intensify,intensify,\bintensifies\b|\bintensify\b|\bintensifying\b,FALSE
15,VERB,NA,reconfigure,reconfigure,\breconfigure\b|\breconfigured\b,FALSE
15,VERB,NA,Secur,Secur,\bSecuring\b,FALSE
14,VERB,NA,underpinn,underpinn,\bunderpinning\b,FALSE
12,VERB,NA,dominat,dominat,\bdominating\b,FALSE
11,VERB,NA,grounding,grounding,\bgrounding\b|\bgroundings\b,FALSE
11,VERB,NA,cate,cate,\bcatering\b,FALSE
11,VERB,NA,pre-select,pre-select,\bpre-selected\b,FALSE
11,VERB,NA,pre-selected,pre-selected,\bpre-selected\b,FALSE
11,VERB,NA,reposition,reposition,\breposition\b|\brepositioned\b|\brepositioning\b,FALSE
11,VERB,NA,shake,shake,\bshade\b|\bshake\b|\bShake\b|\bshaken\b|\bshook\b,FALSE
11,VERB,NA,suspect,suspect,\bsuspect\b|\bsuspected\b|\bsuspects\b,FALSE
11,VERB,NA,underscor,underscor,\bunderscored\b|\bunderscoring\b,FALSE
10,VERB,NA,formalise,formalise,\bformalise\b|\bformalised\b|\bformalising\b,FALSE
10,VERB,NA,Insulate,Insulate,\bInsulated\b,FALSE
10,VERB,NA,gratify,gratify,\bgratified\b|\bgratifying\b,FALSE
10,VERB,NA,yielding,yielding,\byielding\b,FALSE
9,VERB,NA,aiding,aiding,\baiding\b,FALSE
9,VERB,NA,appraise,appraise,\bappraise\b|\bappraised\b|\bappraising\b,FALSE
9,VERB,NA,greet,greet,\bgreet\b|\bgreeted\b,FALSE
9,VERB,NA,liaise,liaise,\bliaise\b|\bliaised\b|\bliaising\b,FALSE
9,VERB,NA,mobilizing,mobilizing,\bmobilizing\b,FALSE
9,VERB,NA,repaint,repaint,\brepaint\b|\brepainted\b|\brepainting\b,FALSE
9,VERB,NA,Unexploded,Unexploded,\bUnexploded\b,FALSE
8,VERB,NA,bundling,bundling,\bbundling\b,FALSE
8,VERB,NA,co-operate,co-operate,\bco-operate\b,FALSE
8,VERB,NA,crewed,crewed,\bcrewed\b,FALSE
7,VERB,NA,commut,commut,\bcommuting\b,FALSE
7,VERB,NA,enlist,enlist,\benlisted\b|\benlisting\b,FALSE
7,VERB,NA,evok,evok,\bevoked\b,FALSE
7,VERB,NA,mastere,mastere,\bmastered\b|\bmastering\b,FALSE
7,VERB,NA,overturn,overturn,\boverturned\b|\boverturning\b,FALSE
7,VERB,NA,pre-sweep,pre-sweep,\bpre-sweep\b|\bpre-sweeping\b,FALSE
7,VERB,NA,triale,triale,\btrialed\b|\btrialing\b,FALSE
6,VERB,NA,crowdfunding,crowdfunding,\bcrowdfunding\b,FALSE
5,VERB,NA,discontinue,discontinue,\bdiscontinue\b|\bdiscontinued\b,FALSE
5,VERB,NA,aggregated,aggregated,\baggregated\b,FALSE
5,VERB,NA,baptize,baptize,\bbaptized\b,FALSE
5,VERB,NA,preform,preform,\bpreformed\b|\bpreforming\b|\bpreforms\b,FALSE
5,VERB,NA,waive,waive,\bwaive\b|\bwaived\b|\bwaiving\b,FALSE
5,VERB,NA,divest,divest,\bdivested\b,FALSE
4,VERB,NA,prepil,prepil,\bprepiling\b,FALSE
4,VERB,NA,recall,recall,\brecalled\b|\brecalls\b,FALSE
4,VERB,NA,recommence,recommence,\brecommence\b|\brecommenced\b,FALSE
4,VERB,NA,steaming,steaming,\bsteaming\b,FALSE
3,VERB,NA,preselect,preselect,\bpreselected\b,FALSE
3,VERB,NA,co-own,co-own,\bco-owned\b,FALSE
3,VERB,NA,crown,crown,\bcrowned\b|\bcrowning\b,FALSE
3,VERB,NA,worsen,worsen,\bworsening\b,FALSE
2,VERB,NA,commemorate,commemorate,\bcommemorate\b|\bcommemorated\b,FALSE
2,VERB,NA,carryout,carryout,\bcarryout\b,FALSE
2,VERB,NA,elapsed,elapsed,\belapsed\b,FALSE
2,VERB,NA,re-brand,re-brand,\bre-branded\b,FALSE
2,VERB,NA,reapply,reapply,\breapply\b,FALSE
1,VERB,NA,juxtapose,juxtapose,\bjuxtaposed\b,FALSE
1,VERB,NA,ascend,ascend,\bascended\b,FALSE
1,VERB,NA,Commision,Commision,\bCommisioned\b,FALSE
1,VERB,NA,conceal,conceal,\bconceal\b,FALSE
1,VERB,NA,demount,demount,\bdemounting\b,FALSE
1,VERB,NA,geoconsult,geoconsult,\bgeoconsulting\b,FALSE
1,VERB,NA,grossing,grossing,\bgrossing\b,FALSE
1,VERB,NA,hadsign,hadsign,\bhadsigned\b,FALSE
1,VERB,NA,Heaving,Heaving,\bHeaving\b,FALSE
1,VERB,NA,hospitalize,hospitalize,\bhospitalized\b,FALSE
1,VERB,NA,monopolize,monopolize,\bmonopolized\b,FALSE
1,VERB,NA,ravage,ravage,\bravaged\b,FALSE
1,VERB,NA,thruthing,thruthing,\bthruthing\b,FALSE
