"freq","class","sub_class","name","tooltip","alias","ignore"
653,"TERM",NA,"marine energy","marine energy","marine energy",TRUE
595,"TERM",NA,"tidal energy","tidal energy","tidal energy",TRUE
576,"TERM",NA,"joint venture","joint venture","(J|j)oint (V|v)enture( \(JV\))?|\bJV\b",FALSE
524,"TERM",NA,"cost reduction","cost reduction","cost (reduction|savings?)",TRUE
507,"TERM",NA,"clean energy","clean energy","clean energy",TRUE
485,"TERM",NA,"energy production","energy production","energy (generation|production)",TRUE
477,"TERM",NA,"SWT","SWT turbine Siemens","SWT[ 0-9\-\.]+(turbine)?",FALSE
464,"TERM",NA,"power plants","power plants","power plants?",TRUE
461,"TERM",NA,"energy technologies","energy technologies","energy technolog(y|ies)",TRUE
447,"TERM",NA,"submarine cable","submarine cable","submarine cables?",TRUE
437,"TERM",NA,"TPs","transition pieces","(T|t)ransition (P|p)ieces|\bTPs\b",FALSE
427,"TERM",NA,"subsea cable","subsea cable","subsea cables?",TRUE
387,"TERM",NA,"ocean energy","ocean energy","ocean energy",TRUE
375,"TERM",NA,"climate change","climate change","climate change",TRUE
360,"TERM",NA,"cable route","cable route","cable route",TRUE
355,"TERM",NA,"energy sources","energy sources","energy sources?",TRUE
351,"TERM",NA,"renewables industry","renewables industry","renewables (industry|sector)",TRUE
332,"TERM",NA,"cable systems","cable systems","cable systems?",TRUE
317,"TERM",NA,"energy market","energy market","energy market",TRUE
314,"TERM",NA,"LCOE","Levelized Cost of Energy","Leveli(s|z)ed( |-)Cost( |-)of( |-)(Energy|Electricity)|\bLCOE\b",TRUE
311,"TERM",NA,"converter stations","converter stations","converter stations?",TRUE
304,"TERM",NA,"weather conditions","weather conditions","weather conditions",TRUE
303,"TERM",NA,"power systems","power systems","power systems?",TRUE
298,"TERM",NA,"rotor blade","rotor blade","rotor blades?",TRUE
292,"TERM",NA,"onshore wind","onshore wind","onshore wind",TRUE
281,"TERM",NA,"test sites","test sites","test sites?",TRUE
279,"TERM",NA,"AC","Alternate Current","\bAC\b",FALSE
277,"TERM",NA,"turbine manufacturer","turbine manufacturers","turbine manufacturers?",TRUE
276,"TERM",NA,"DolWin","DolWin","DolWin",FALSE
271,"TERM",NA,"low carbon","low carbon","low carbon",TRUE
261,"TERM",NA,"energy companies","energy companies","energy compan(y|ies)",TRUE
243,"TERM",NA,"offshore platform","offshore platform","offshore platform",TRUE
242,"TERM",NA,"EPC(I)","Engineering Procurement Construction & Installation","engineering, procurement(,| and| &) construction((,| and| &) installation)?|\bEPCI?\b",TRUE
237,"TERM",NA,"MOU","Memorandum of Understanding","(M|m)emorandum of (U|u)nderstanding|\bM(O|o)U\b",FALSE
235,"TERM",NA,"DP","Dynamic Positioning","\bDP\b|Dynamic Positioning",FALSE
228,"TERM",NA,"suction bucket","suction bucket","suction bucket",TRUE
228,"TERM",NA,"turbine blade","turbine blade","turbine blades?",TRUE
225,"TERM",NA,"tidal turbine","tidal turbine","tidal turbines?",TRUE
225,"TERM",NA,"OWA","Offshore Wind Accelerator Service","(O|o)ffshore (W|w)ind (A|a)ccelerator( program)?|\bOWA\b",TRUE
219,"TERM",NA,"elec. production","electricity production)","electricity (generation|production)",TRUE
219,"TERM",NA,"UXO","Unexploded ordnance","Unexploded Ordnance|\bUXO\b",TRUE
214,"TERM",NA,"power cables","power cables","power cables",TRUE
212,"TERM",NA,"Wave Power","Wave Power","Wave Power",TRUE
211,"TERM",NA,"Motion Compensation","Motion Compensation","(M|m)otion( |-)(C|c)ompensat(ion|ed)( platforms?)?",FALSE
211,"TERM",NA,"OFTO","Offshore Transmission Owner","(O|o)ffshore (T|t)ransmission (|O|o)wners?|\bOFTOs?",FALSE
210,"TERM",NA,"inter-array cables","inter-array cables","inter-array cables",TRUE
209,"TERM",NA,"FID","Final Investment Decision","Final Investment Decision|\bFID\b",TRUE
206,"TERM",NA,"floating wind turbine","floating wind turbine","floating wind turbine",TRUE
202,"TERM",NA,"offshore services","offshore services","offshore services?",TRUE
198,"TERM",NA,"CfD","Contract for Difference","Contracts? for Difference|CfD",FALSE
198,"TERM",NA,"WEC","Wave Energy Converter","Wave Energy Conver(ter|sion)|\bWEC\b",TRUE
196,"TERM",NA,"test facility","test facility","test facilit(y|ies)",TRUE
194,"TERM",NA,"wave heights","wave heights","wave heights?",TRUE
193,"TERM",NA,"HVAC","High Voltage AC","\bHVAC\b",FALSE
181,"TERM",NA,"WTG","Wind Turbine Generator","(W|w)ind (T|t)urbine (G|g)enerators?|\bWTG\b",FALSE
180,"TERM",NA,"financial close","financial close","financial close",TRUE
179,"TERM",NA,"green energy","green energy","green energy",TRUE
175,"TERM",NA,"research project","research project","research project",TRUE
172,"TERM",NA,"best practice","best practice","best practices?",TRUE
171,"TERM",NA,"CO2 emissions","CO2 emissions","(CO2|carbon) emissions",TRUE
170,"TERM",NA,"energy transition","energy transition","energy transitions?",TRUE
161,"TERM",NA,"power station","power station","power stations?",TRUE
159,"TERM",NA,"grid connections","grid connections","grid connections",TRUE
159,"TERM",NA,"electricity grid","electricity grid","electricity grid",TRUE
158,"TERM",NA,"rotor diameter","rotor diameter","rotor diameter",TRUE
157,"TERM",NA,"CETO","Cylindrical Energy Transfer Oscillating","(C|c)ylindrical (E|e)nergy (T|t)ransfer (O|o)scillating|\bCETO\b",FALSE
152,"TERM",NA,"energy supply","energy supply","energy supply",TRUE
151,"TERM",NA,"CPS","Cable Protection System","(C|c)able (P|p)rotection (S|s)ystems?|\bCPS\b",FALSE
150,"TERM",NA,"energy converter","energy converter","energy converter",TRUE
150,"TERM",NA,"TSO","Transmission Systems Operator","(T|t)ransmission (S|s)ystems (O|o)perators?|\bTSO\b",FALSE
149,"TERM",NA,"energy efficiency","energy efficiency","energy efficiency",TRUE
146,"TERM",NA,"cable protection","cable protection","cable protection",TRUE
145,"TERM",NA,"shallow water","shallow water","shallow water",TRUE
145,"TERM",NA,"project developers","project developers","project developers?",TRUE
144,"TERM",NA,"commercial operation","commercial operation","commercial operation",TRUE
141,"TERM",NA,"renewable sources","renewable sources","renewable sources",TRUE
141,"TERM",NA,"OCS","Outer Continental Shelf","(Outer )?Continental Shelf|\bOCS\b",TRUE
140,"TERM",NA,"management system","management system","management systems?",TRUE
139,"TERM",NA,"sister vessels","sister vessel","sister vessels?",TRUE
137,"TERM",NA,"safety training","safety training","safety training",TRUE
137,"TERM",NA,"lifting capacity","lifting capacity","lifting capacity",TRUE
133,"TERM",NA,"wind energy sector","wind energy sector","wind energy sector",TRUE
133,"TERM",NA,"onshore grid","onshore grid","onshore grid",TRUE
132,"TERM",NA,"fossil fuels","fossil fuels","fossil fuels",TRUE
132,"TERM",NA,"SMEs","small and medium-sized enterprises","small and medium(-sized)? enterprises?|\bSMEs?\b",TRUE
128,"TERM",NA,"framework agreement","framework agreement","framework agreement",TRUE
125,"TERM",NA,"project development","project development","project development",TRUE
121,"TERM",NA,"renewable electricity","renewable electricity","renewable electricity",TRUE
118,"TERM",NA,"OTM","Offshore Transformer Module","(O|o)ffshore (T|t)ransformer (M|m)odules?|\bOTMs?\b",FALSE
118,"TERM",NA,"deck space","deck space","(D|d)eck space",FALSE
116,"TERM",NA,"scour protection","scour protection","scour protection",TRUE
116,"TERM",NA,"maintenance costs","maintenance costs","maintenance costs?",TRUE
116,"TERM",NA,"compensated gangway","compensated gangway","compensated gangway",TRUE
111,"TERM",NA,"energy policy","energy policy","energy policy",TRUE
110,"TERM",NA,"nuclear power","nuclear power","nuclear power",TRUE
110,"TERM",NA,"JIP","Joint Industry Project","\bJIP\b|(J|j)oint (I|i)ndustry (P|p)roject",FALSE
110,"TERM",NA,"CTO","Chief Technology Officer","(C|c)hief (T|t)echnology (O|o)fficer|\bCTO\b",FALSE
109,"TERM",NA,"energy solutions","energy solutions","energy solutions?",TRUE
108,"TERM",NA,"power industry","power industry","power industry",TRUE
108,"TERM",NA,"PPA","Power Purchase Agreement","Power Purchase Agreement|\bPPA(s)?\b",TRUE
106,"TERM",NA,"electricity market","electricity market","electricity market",TRUE
105,"TERM",NA,"tidal stream","tidal stream","tidal stream",TRUE
104,"TERM",NA,"marine mammals","marine mammals","marine mammals",TRUE
103,"TERM",NA,"Dev. Manager","Business Development Manager","Business Development Manager",TRUE
103,"TERM",NA,"transmission assets","transmission assets","transmission assets?",TRUE
103,"TERM",NA,"electricity transmission","electricity transmission","electricity transmission",TRUE
103,"TERM",NA,"spare parts","spare parts","spare parts",TRUE
103,"TERM",NA,"MOG","Modular Offshore Grid","Modular Offshore Grid|\bMOG\b",TRUE
102,"TERM",NA,"PPE","published Energy Plan","((p|P)ublished)? (e|E)nergy (p|P)lan( \(PPE\))?|\bPPE\b",FALSE
101,"TERM",NA,"power capacity","power capacity","power capacity",TRUE
101,"TERM",NA,"control systems","control systems","control systems",TRUE
99,"TERM",NA,"marine coordination","marine coordination","marine coordination",TRUE
98,"TERM",NA,"permanent magnet","permanent magnet","permanent magnet",TRUE
98,"TERM",NA,"COO","Chief Operating Officer","(C|c)hief (O|o)perating (O|o)fficer|\bCOO\b",FALSE
96,"TERM",NA,"offshore sector","offshore sector","offshore sector",TRUE
93,"TERM",NA,"tidal lagoon","tidal lagoon","tidal lagoon",TRUE
92,"TERM",NA,"natural gas","natural gas","natural gas",TRUE
92,"TERM",NA,"swire blue","swire blue","swire blue",TRUE
91,"TERM",NA,"carbon energy","carbon energy","carbon energy",TRUE
89,"TERM",NA,"bucket foundations","bucket foundations","bucket foundations?",TRUE
89,"TERM",NA,"power production","power production","power production",TRUE
89,"TERM",NA,"turbine technology","turbine technology","turbine technology",TRUE
88,"TERM",NA,"nautical miles","nautical miles","nautical miles",TRUE
88,"TERM",NA,"heavy industries","heavy industries","heavy industries",TRUE
86,"TERM",NA,"marine engineering","marine engineering","marine engineering",TRUE
86,"TERM",NA,"solar power","solar power","solar power",TRUE
86,"TERM",NA,"RFP","Request for Proposal","Request for Proposal|\b(R(F|f)P)\b",TRUE
86,"TERM",NA,"PV","solar photovoltaic","(S|s)olar (P|p)hotovoltaic|\bPV\b",FALSE
85,"TERM",NA,"continental shelf","continental shelf","continental shelf",TRUE
82,"TERM",NA,"RCS","Reactive Compensation (Sub)station","Reactive Compensation (Sub)?station|\bRCS\b",TRUE
79,"TERM",NA,"commercial scale","commercial scale","commercial scale",TRUE
78,"TERM",NA,"OHVS","Offshore High Voltage Substation","Offshore High Voltage Substation|\bOHVS\b",TRUE
74,"TERM",NA,"CGS","Combined Grid Solution","Combined Grid Solution|\bCGS\b",TRUE
73,"TERM",NA,"MHK","Marine Hydrokinetic","\bMHK\b|(M|m)arine( and)? (H|h)ydrokinetic",FALSE
73,"TERM",NA,"VSC","Voltage Source Converter","(V|v)oltage (S|s)ource (C|c)onverter|\bVSC\b",FALSE
70,"TERM",NA,"OTEC","Ocean Thermal Energy Conversion","\bOTEC\b|(O|o)cean (T|t)hermal (E|e)nergy (C|c)onversion",FALSE
69,"TERM",NA,"FY","fiscal year","fiscal year|\bFY\b",FALSE
62,"TERM",NA,"Power Conversion","Power Conversion","Power Conversion",TRUE
61,"TERM",NA,"FPP","Floating Power Plant","(F|f)loating (P|p)ower (P|p)lant|\bFPP\b",FALSE
60,"TERM",NA,"GIS","Geographic Information System","Geographic Information System|\bGIS\b",FALSE
60,"TERM",NA,"MSP","Maritime Spatial Planning","(M|m)aritime (S|s)patial (P|p)lanning( \(MSP\))?|\bMSP\b",FALSE
57,"TERM",NA,"GE Haliade","GE Haliade wind turbine","GE Haliade",FALSE
55,"TERM",NA,"Cable Enterprise","Cable Enterprise","Cable Enterprise",TRUE
54,"TERM",NA,"VAWT","Vertical Axis Wind Turbine","Vertical Axis Wind Turbine|\bVAWT\b",TRUE
54,"TERM",NA,"greenhouse gas emissions","greenhouse gas emissions","greenhouse gas emissions?",TRUE
52,"TERM",NA,"CPT","Cone Penetration Tests","(C|c)one (P|p)enetration (T|t)est(s)?( \(CPT\))?|CPT( \((C|c)one (P|p)enetration (T|t)est(s)?\))?|\bCPT\b",FALSE
52,"TERM",NA,"TLP","Tension Leg Platform","Tension( |-)Leg( |-)Platform|\bTLP\b",TRUE
51,"TERM",NA,"LNG","liquefied natural gas","(L|l)iquefied (N|n)atural (G|g)as|\bLNG\b",FALSE
51,"TERM",NA,"XLPE","cross-linked polyethylene","cross-linked polyethylene( insulated)?|\bXLPE\b",FALSE
50,"TERM",NA,"Borssele Beta","Borssele Beta transformer platform","Borssele Beta",FALSE
49,"TERM",NA,"SES","Surface Effect Ship Tech.","surface(-| )effect(-| )ship|\bSES\b",TRUE
49,"TERM",NA,"ASV","Autonomous Surface Vehicle","Autonomous Surface Vehicle(s)?|\bASV\b",FALSE
47,"TERM",NA,"CAGR","Compound Annual Growth Rate","Compound Annual Growth Rate|\bCAGR\b",FALSE
46,"TERM",NA,"HDD","Horizontal Directional Drilling","Horizontal Directional Drilling|\bHDD\b",TRUE
42,"TERM",NA,"OPEX","operating expense","(o|O)perating (e|E)xpense|\bOPEX\b",TRUE
41,"TERM",NA,"Marine Current Turbines","Marine Current Turbine","Marine Current Turbine",TRUE
36,"TERM",NA,"AEP","annual energy production","(A|a)nnual (E|e)nergy (P|p)roduction|\bAEP\b",FALSE
36,"TERM",NA,"SDE+","Stimulation of Sustainable Energy Production","(The SDE\+? )?\(?Stimulering Duurzame Energieproductie/Stimulation of sustainable energy production\)|Renewable Energy Production Incentive( \(SDE\))?|\bSDE( )?\+?\b",FALSE
34,"TERM",NA,"FOWIND","Facilitating Offshore Wind in India","(F|f)acilitating (O|o)ffshore (W|w)ind (I|i)n (I|i)ndia( \(FOWIND\))?|FOWIND \((F|f)acilitating (O|o)ffshore (W|w)ind (I|i)n (I|i)ndia\)|\bFOWIND\b",FALSE
31,"TERM",NA,"CCS","Carbon Capture & Storage","carbon capture (and|&) storage|\bCCS\b",TRUE
25,"TERM",NA,"MRCF","Marine Renewables Commercialisation Fund","Marine Renewables Commercialisation Fund|\bMRCF\b",FALSE
129,"UNIV",NA,"DTU","Tech. Univ. Denmark","Technical University of Denmark|\bDTU\b",FALSE
68,"UNIV",NA,"Maine","Univ. Maine","University of Maine",FALSE
55,"UNIV",NA,"Strathclyde","Univ. Strathclyde","University of Strathclyde|Strathclyde University",FALSE
38,"UNIV",NA,"Edinburgh","Univ. Edinburgh","University of Edinburgh|Edinburgh University",FALSE
38,"UNIV",NA,"Hull","Univ. Hull","University of Hull",FALSE
37,"UNIV",NA,"Exeter","Univ. Exeter","University of Exeter|Exeter University",FALSE
32,"UNIV",NA,"University of Exeter","University of Exeter","University of Exeter",FALSE
27,"UNIV",NA,"Clemson","Univ. Clemson","Clemson University",FALSE
26,"UNIV",NA,"Delaware","Univ. Delaware","University of Delaware",FALSE
21,"UNIV",NA,"Stuttgart","Univ. Stuttgart","University of Stuttgart",FALSE
21,"UNIV",NA,"Plymouth","Univ. Plymouth","University of Plymouth|Plymouth University",FALSE
21,"UNIV",NA,"Massachusetts","Univ. Massachusetts","University of Massachusetts",FALSE
20,"UNIV",NA,"Lowestoft","Lowestoft College","Lowestoft College",FALSE
19,"UNIV",NA,"Newcastle","Newcastle College","Newcastle College",FALSE
18,"UNIV",NA,"Technology","Univ. Technology","University of Technology",FALSE
17,"UNIV",NA,"TU.Denmark","Univ. TU.Denmark","Technical University( of| in)? Denmark",FALSE
17,"UNIV",NA,"Durham","Univ. Durham","Durham University",FALSE
16,"UNIV",NA,"Watt","Univ. Watt","Watt University",FALSE
15,"UNIV",NA,"Cranfield","Univ. Cranfield","Cranfield University",FALSE
15,"UNIV",NA,"Washington","Univ. Washington","University of Washington",FALSE
15,"UNIV",NA,"Aalborg","Univ. Aalborg","Aalborg University",FALSE
15,"UNIV",NA,"Bristol Community","Bristol Community College","Bristol Community College",FALSE
15,"UNIV",NA,"Robert Gordon","Univ. Robert Gordon","Robert Gordon University",FALSE
14,"UNIV",NA,"Aberdeen","Univ. Aberdeen","University of Aberdeen",FALSE
13,"UNIV",NA,"Rostock","Univ. Rostock","University of Rostock",FALSE
13,"UNIV",NA,"Great Yarmouth","Great Yarmouth College","Great Yarmouth College",FALSE
13,"UNIV",NA,"Oxford","Univ. Oxford","University of Oxford|Oxford University",FALSE
13,"UNIV",NA,"Hull C.","Hull College","Hull College",FALSE
12,"UNIV",NA,"Southampton","Univ. Southampton","University of Southampton|Southampton University",FALSE
12,"UNIV",NA,"Tokyo","Univ. Tokyo","University of Tokyo",FALSE
12,"UNIV",NA,"Delft","Univ. Delft","Delft University",FALSE
12,"UNIV",NA,"Oregon State","Univ. Oregon State","Oregon State University",FALSE
10,"UNIV",NA,"Maryland","Univ. Maryland","University of Maryland",FALSE
10,"UNIV",NA,"Cardiff","Univ. Cardiff","Cardiff University",FALSE
10,"UNIV",NA,"Swansea","Univ. Swansea","Swansea University",FALSE
614,"VESSEL",NA,"CTV","Crew Transfer Vessel","crew( |-)transfer vessels?|\bCTV\b",TRUE
479,"VESSEL",NA,"SOV","Service Operation Vessel","service operations? vessels?|\bSOV\b",TRUE
399,"VESSEL",NA,"Jack Up Vessel","Jack Up Vessel","jack( |-)up( installation)? vessels?",TRUE
318,"VESSEL",NA,"Cable Laying Vessel","Cable Laying Vessel","cable( |-)?(installation|lay(ing)?) vessels?|\bCLV\b",TRUE
195,"VESSEL",NA,"Heavy Lift Vessel","Heavy Lift Vessel","heavy( |-)lift vessels?|\bHLV\b",TRUE
175,"VESSEL",NA,"FCS","Fast Crew Supplier","(F|f)ast (C|c)rew (S|s)uppliers?|\bFCS\b",FALSE
158,"VESSEL",NA,"SEA","Strategic Environmental Assessment","\bSEA(( |-)([A-Z]+))?\b",FALSE
141,"VESSEL",NA,"Service Vessel","Service Vessel","(wind farm |offshore )?service vessels?",TRUE
126,"VESSEL",NA,"VOS","Vroon Offshore Services","\bVOS\b",FALSE
109,"VESSEL",NA,"Support Vessel","Support Vessel","(wind farm|offshore) support vessels?",TRUE
108,"VESSEL",NA,"Seajacks Scylla","Seajacks Scylla","Seajacks Scylla",FALSE
104,"VESSEL",NA,"WTIV","wind turbine installation vessel","wind turbine installation vessel( \(WTIV\))?|\bWTIV\b",FALSE
103,"VESSEL",NA,"Construction Vessel","Construction Vessel","(offshore )?construction( support)? vessels?",TRUE
99,"VESSEL",NA,"Turbine Installation Vessel","Turbine Installation Vessel","(wind )?turbine installation vessels?",TRUE
95,"VESSEL",NA,"Stanislav Yudin","Stanislav Yudin","Stanislav Yudin",FALSE
95,"VESSEL",NA,"SWATH","Small Waterplane Area Twin Hull","\bSWATH\b",FALSE
93,"VESSEL",NA,"Installation Vessel","Installation Vessel","(wind( farm)? |offshore )installation vessels?",TRUE
93,"VESSEL",NA,"Brave Tern","Brave Tern","Brave Tern",FALSE
90,"VESSEL",NA,"Wind Farm Vessel","Wind Farm Vessel","(wind farm|offshore) vessels?",TRUE
79,"VESSEL",NA,"Vole au Vent","Vole au Vent","\bVole au Vent\b",TRUE
77,"VESSEL",NA,"MRE","Marine Renewable Energy","\bMRE\b",FALSE
67,"VESSEL",NA,"HST","High Speed Transfers","\bHST [HS][a-z]+",FALSE
63,"VESSEL",NA,"Bibby WaveMaster","Bibby WaveMaster","Bibby WaveMaster (1|2)",FALSE
62,"VESSEL",NA,"Living Stone","Living Stone","Living Stone",FALSE
60,"VESSEL",NA,"Bold Tern","Bold Tern","Bold Tern",FALSE
56,"VESSEL",NA,"X-STERN","operate with stern","X-(STERN|BOW)",FALSE
53,"VESSEL",NA,"Accommodation Vessel","Accommodation Vessel","accommodation vessels?",TRUE
52,"VESSEL",NA,"SEA CHALLENGER","SEA CHALLENGER","SEA CHALLENGER",FALSE
52,"VESSEL",NA,"CSV","Construction Support Vessel","(C|c)onstruction (S|s)upport (V|v)essel( \(CSV\))?|\bCSV\b",FALSE
51,"VESSEL",NA,"MPI Discovery","MPI Discovery","MPI Discovery",FALSE
48,"VESSEL",NA,"Maersk Connector","Maersk Connector","Maersk Connector",FALSE
44,"VESSEL",NA,"Chartwell","Chartwell","Chartwell",FALSE
44,"VESSEL",NA,"Siem Aimery","Siem Aimery","Siem Aimery",FALSE
29,"VESSEL",NA,"GMS","Gulf / Green Marine Services","GMS( Endeavour| Evolution| vessels?)",FALSE
24,"VESSEL",NA,"Giulio Verne","Giulio Verne","Giulio Verne",FALSE
22,"VESSEL",NA,"Platform Supply Vessel","Platform Supply Vessel","platform supply vessels?",TRUE
22,"VESSEL",NA,"Maintenance Vessel","Maintenance Vessel","maintenance vessels?",TRUE
